target,max_depth,Score,Baseline,Improvement,criterion,max_features,class_weight
country_02,21,0.5441643445013284,0.5195385911476897,0.024625753353638702,entropy,sqrt,balanced_subsample
country_02,25,0.5441643445013284,0.5195385911476897,0.024625753353638702,gini,sqrt,balanced_subsample
country_02,21,0.5441643445013284,0.5195385911476897,0.024625753353638702,entropy,auto,balanced_subsample
country_02,25,0.5441643445013284,0.5195385911476897,0.024625753353638702,gini,auto,balanced_subsample
country_02,14,0.5441643445013284,0.5195385911476897,0.024625753353638702,gini,auto,balanced
country_02,14,0.5441643445013284,0.5195385911476897,0.024625753353638702,gini,sqrt,balanced
country_02,25,0.5440347352731515,0.5195385911476897,0.02449614412546175,entropy,sqrt,balanced_subsample
country_02,25,0.5440347352731515,0.5195385911476897,0.02449614412546175,entropy,auto,balanced_subsample
country_02,14,0.5436459075886203,0.5195385911476897,0.02410731644093056,gini,log2,balanced_subsample
country_02,14,0.5431274706759122,0.5195385911476897,0.023588879528222417,entropy,sqrt,balanced
country_02,14,0.5431274706759122,0.5195385911476897,0.023588879528222417,entropy,auto,balanced
country_02,14,0.5415721599377876,0.5195385911476897,0.02203356879009788,entropy,log2,balanced_subsample
country_02,14,0.5402112630419286,0.5195385911476897,0.020672671894238825,entropy,auto,balanced_subsample
country_02,14,0.5402112630419286,0.5195385911476897,0.020672671894238825,entropy,sqrt,balanced_subsample
country_02,14,0.5402112630419286,0.5195385911476897,0.020672671894238825,gini,sqrt,balanced_subsample
country_02,14,0.5402112630419286,0.5195385911476897,0.020672671894238825,gini,auto,balanced_subsample
country_02,13,0.539757630743309,0.5195385911476897,0.020219039595619215,gini,sqrt,balanced_subsample
country_02,13,0.539757630743309,0.5195385911476897,0.020219039595619215,gini,auto,balanced_subsample
country_02,13,0.5393039984446892,0.5195385911476897,0.019765407296999493,gini,log2,balanced
country_02,13,0.5365174000388828,0.5195385911476897,0.016978808891193076,entropy,log2,balanced_subsample
country_02,13,0.5358693538979975,0.5195385911476897,0.01633076275030776,gini,log2,balanced_subsample
country_02,13,0.535804549283909,0.5195385911476897,0.016265958136219227,entropy,log2,balanced
country_02,13,0.5339900200894304,0.5195385911476897,0.014451428941740674,entropy,sqrt,balanced
country_02,13,0.5339900200894304,0.5195385911476897,0.014451428941740674,entropy,auto,balanced
country_02,13,0.5334715831767222,0.5195385911476897,0.01393299202903242,gini,sqrt,balanced
country_02,13,0.5334715831767222,0.5195385911476897,0.01393299202903242,gini,auto,balanced
country_02,13,0.5319162724385976,0.5195385911476897,0.012377681290907883,entropy,auto,balanced_subsample
country_02,13,0.5319162724385976,0.5195385911476897,0.012377681290907883,entropy,sqrt,balanced_subsample
Four_way_Target,23,0.40062212429524985,0.3907070183397058,0.009915105955544068,gini,log2,balanced_subsample
Four_way_Target,26,0.40042771045298425,0.3907070183397058,0.009720692113278473,gini,log2,balanced
Four_way_Target,24,0.40042771045298425,0.3907070183397058,0.009720692113278473,entropy,log2,balanced
Four_way_Target,25,0.40010368738254165,0.3907070183397058,0.00939666904283587,gini,auto,balanced_subsample
Four_way_Target,25,0.40010368738254165,0.3907070183397058,0.00939666904283587,gini,sqrt,balanced_subsample
Four_way_Target,25,0.39990927354027606,0.3907070183397058,0.009202255200570275,entropy,sqrt,balanced
Four_way_Target,25,0.39990927354027606,0.3907070183397058,0.009202255200570275,entropy,auto,balanced
Four_way_Target,22,0.3998444689261875,0.3907070183397058,0.009137450586481743,gini,log2,balanced_subsample
Four_way_Target,23,0.3995204458557449,0.3907070183397058,0.00881342751603914,gini,sqrt,balanced
Four_way_Target,23,0.3995204458557449,0.3907070183397058,0.00881342751603914,gini,auto,balanced
Four_way_Target,18,0.3991964227853023,0.3907070183397058,0.008489404445596538,entropy,auto,balanced_subsample
Four_way_Target,18,0.3991964227853023,0.3907070183397058,0.008489404445596538,entropy,sqrt,balanced_subsample
Four_way_Target,24,0.39906681355712526,0.3907070183397058,0.008359795217419475,entropy,sqrt,balanced_subsample
Four_way_Target,26,0.39906681355712526,0.3907070183397058,0.008359795217419475,entropy,log2,balanced_subsample
Four_way_Target,24,0.39906681355712526,0.3907070183397058,0.008359795217419475,entropy,auto,balanced_subsample
Four_way_Target,18,0.3990020089430367,0.3907070183397058,0.008294990603330943,entropy,auto,balanced
Four_way_Target,18,0.3990020089430367,0.3907070183397058,0.008294990603330943,entropy,sqrt,balanced
Four_way_Target,26,0.39893720432894825,0.3907070183397058,0.008230185989242467,entropy,auto,balanced
Four_way_Target,18,0.39893720432894825,0.3907070183397058,0.008230185989242467,gini,sqrt,balanced_subsample
Four_way_Target,26,0.39893720432894825,0.3907070183397058,0.008230185989242467,entropy,sqrt,balanced
Four_way_Target,18,0.39893720432894825,0.3907070183397058,0.008230185989242467,gini,auto,balanced_subsample
Four_way_Target,16,0.3988723997148597,0.3907070183397058,0.008165381375153935,gini,sqrt,balanced_subsample
Four_way_Target,24,0.3988723997148597,0.3907070183397058,0.008165381375153935,entropy,log2,balanced_subsample
Four_way_Target,16,0.3988723997148597,0.3907070183397058,0.008165381375153935,gini,auto,balanced_subsample
Four_way_Target,20,0.3986779858725941,0.3907070183397058,0.00797096753288834,gini,log2,balanced_subsample
Four_way_Target,20,0.39854837664441706,0.3907070183397058,0.007841358304711277,gini,log2,balanced
Four_way_Target,18,0.3984835720303286,0.3907070183397058,0.0077765536906228006,gini,log2,balanced_subsample
Four_way_Target,24,0.39841876741624005,0.3907070183397058,0.007711749076534269,gini,sqrt,balanced_subsample
Four_way_Target,24,0.39841876741624005,0.3907070183397058,0.007711749076534269,gini,auto,balanced_subsample
Four_way_Target,22,0.3983539628021515,0.3907070183397058,0.007646944462445737,entropy,log2,balanced
Four_way_Target,21,0.3981595489598859,0.3907070183397058,0.007452530620180142,gini,auto,balanced
Four_way_Target,21,0.3981595489598859,0.3907070183397058,0.007452530620180142,gini,sqrt,balanced
Four_way_Target,23,0.39809474434579745,0.3907070183397058,0.007387726006091666,gini,auto,balanced_subsample
Four_way_Target,23,0.39809474434579745,0.3907070183397058,0.007387726006091666,gini,sqrt,balanced_subsample
Four_way_Target,26,0.3979651351176204,0.3907070183397058,0.007258116777914603,gini,log2,balanced_subsample
Four_way_Target,19,0.39790033050353185,0.3907070183397058,0.007193312163826071,gini,auto,balanced
Four_way_Target,20,0.39790033050353185,0.3907070183397058,0.007193312163826071,entropy,log2,balanced_subsample
Four_way_Target,19,0.39790033050353185,0.3907070183397058,0.007193312163826071,gini,sqrt,balanced
Four_way_Target,26,0.3976411120471778,0.3907070183397058,0.006934093707472,gini,auto,balanced_subsample
Four_way_Target,26,0.3976411120471778,0.3907070183397058,0.006934093707472,gini,sqrt,balanced_subsample
Four_way_Target,26,0.3976411120471778,0.3907070183397058,0.006934093707472,gini,sqrt,balanced
Four_way_Target,21,0.3976411120471778,0.3907070183397058,0.006934093707472,gini,log2,balanced_subsample
Four_way_Target,26,0.3976411120471778,0.3907070183397058,0.006934093707472,gini,auto,balanced
Four_way_Target,21,0.3975115028190007,0.3907070183397058,0.006804484479294937,entropy,sqrt,balanced_subsample
Four_way_Target,21,0.3975115028190007,0.3907070183397058,0.006804484479294937,entropy,auto,balanced_subsample
Four_way_Target,24,0.3974466982049122,0.3907070183397058,0.006739679865206405,gini,log2,balanced
Four_way_Target,24,0.3974466982049122,0.3907070183397058,0.006739679865206405,gini,auto,balanced
Four_way_Target,24,0.3974466982049122,0.3907070183397058,0.006739679865206405,gini,sqrt,balanced
Four_way_Target,22,0.39738189359082365,0.3907070183397058,0.006674875251117873,gini,sqrt,balanced
Four_way_Target,22,0.39738189359082365,0.3907070183397058,0.006674875251117873,gini,auto,balanced
Four_way_Target,25,0.39725228436264665,0.3907070183397058,0.0065452660229408655,entropy,log2,balanced_subsample
Four_way_Target,17,0.39705787052038105,0.3907070183397058,0.0063508521806752705,gini,sqrt,balanced
Four_way_Target,17,0.39705787052038105,0.3907070183397058,0.0063508521806752705,gini,auto,balanced
Four_way_Target,25,0.39686345667811546,0.3907070183397058,0.0061564383384096755,gini,log2,balanced
country_02,12,0.5256302248720109,0.5195385911476897,0.006091633724321199,entropy,sqrt,balanced
Four_way_Target,19,0.396798652064027,0.3907070183397058,0.006091633724321199,gini,auto,balanced_subsample
Four_way_Target,19,0.396798652064027,0.3907070183397058,0.006091633724321199,gini,sqrt,balanced_subsample
country_02,12,0.5256302248720109,0.5195385911476897,0.006091633724321199,entropy,auto,balanced
Four_way_Target,19,0.3966690428358499,0.3907070183397058,0.005962024496144136,gini,log2,balanced_subsample
Four_way_Target,26,0.3966042382217614,0.3907070183397058,0.005897219882055604,entropy,log2,balanced
Four_way_Target,17,0.39653943360767285,0.3907070183397058,0.005832415267967073,entropy,auto,balanced
Four_way_Target,17,0.39653943360767285,0.3907070183397058,0.005832415267967073,entropy,sqrt,balanced
Four_way_Target,20,0.3962802151513188,0.3907070183397058,0.0055731968116130015,gini,auto,balanced
Four_way_Target,20,0.3962802151513188,0.3907070183397058,0.0055731968116130015,gini,sqrt,balanced
Four_way_Target,22,0.3962802151513188,0.3907070183397058,0.0055731968116130015,entropy,auto,balanced
Four_way_Target,22,0.3962802151513188,0.3907070183397058,0.0055731968116130015,entropy,sqrt,balanced
Four_way_Target,18,0.3962802151513188,0.3907070183397058,0.0055731968116130015,gini,log2,balanced
country_02,12,0.5251117879593027,0.5195385911476897,0.005573196811612946,entropy,sqrt,balanced_subsample
country_02,12,0.5251117879593027,0.5195385911476897,0.005573196811612946,entropy,auto,balanced_subsample
Four_way_Target,17,0.3961506059231417,0.3907070183397058,0.005443587583435938,entropy,sqrt,balanced_subsample
Four_way_Target,25,0.3961506059231417,0.3907070183397058,0.005443587583435938,gini,auto,balanced
Four_way_Target,25,0.3961506059231417,0.3907070183397058,0.005443587583435938,gini,sqrt,balanced
Four_way_Target,17,0.3961506059231417,0.3907070183397058,0.005443587583435938,entropy,auto,balanced_subsample
Four_way_Target,16,0.3960858013090532,0.3907070183397058,0.0053787829693474065,entropy,log2,balanced_subsample
Four_way_Target,19,0.39602099669496466,0.3907070183397058,0.005313978355258875,gini,log2,balanced
Four_way_Target,19,0.39602099669496466,0.3907070183397058,0.005313978355258875,entropy,auto,balanced
Four_way_Target,19,0.39602099669496466,0.3907070183397058,0.005313978355258875,entropy,log2,balanced
Four_way_Target,19,0.39602099669496466,0.3907070183397058,0.005313978355258875,entropy,sqrt,balanced
country_02,12,0.5248525695029486,0.5195385911476897,0.005313978355258819,entropy,log2,balanced_subsample
Four_way_Target,22,0.3959561920808762,0.3907070183397058,0.005249173741170399,entropy,sqrt,balanced_subsample
Four_way_Target,22,0.3959561920808762,0.3907070183397058,0.005249173741170399,entropy,auto,balanced_subsample
Four_way_Target,23,0.39589138746678765,0.3907070183397058,0.005184369127081867,entropy,sqrt,balanced
Four_way_Target,23,0.39589138746678765,0.3907070183397058,0.005184369127081867,entropy,auto,balanced
Four_way_Target,20,0.3958265828526991,0.3907070183397058,0.005119564512993335,gini,auto,balanced_subsample
Four_way_Target,20,0.3958265828526991,0.3907070183397058,0.005119564512993335,gini,sqrt,balanced_subsample
Four_way_Target,21,0.3957617782386106,0.3907070183397058,0.005054759898904804,gini,log2,balanced
Four_way_Target,24,0.3957617782386106,0.3907070183397058,0.005054759898904804,entropy,auto,balanced
Four_way_Target,24,0.3957617782386106,0.3907070183397058,0.005054759898904804,entropy,sqrt,balanced
Four_way_Target,19,0.39569697362452205,0.3907070183397058,0.004989955284816272,entropy,sqrt,balanced_subsample
Four_way_Target,21,0.39569697362452205,0.3907070183397058,0.004989955284816272,entropy,log2,balanced
Four_way_Target,25,0.39569697362452205,0.3907070183397058,0.004989955284816272,gini,log2,balanced_subsample
Four_way_Target,19,0.39569697362452205,0.3907070183397058,0.004989955284816272,entropy,auto,balanced_subsample
Four_way_Target,23,0.39556736439634504,0.3907070183397058,0.004860346056639264,gini,log2,balanced
Four_way_Target,17,0.3955025597822565,0.3907070183397058,0.0047955414425507326,gini,log2,balanced_subsample
Four_way_Target,21,0.3955025597822565,0.3907070183397058,0.0047955414425507326,entropy,log2,balanced_subsample
Four_way_Target,22,0.395437755168168,0.3907070183397058,0.004730736828462201,gini,sqrt,balanced_subsample
Four_way_Target,22,0.395437755168168,0.3907070183397058,0.004730736828462201,gini,auto,balanced_subsample
Four_way_Target,16,0.39537295055407945,0.3907070183397058,0.004665932214373669,entropy,auto,balanced_subsample
Four_way_Target,16,0.39537295055407945,0.3907070183397058,0.004665932214373669,entropy,sqrt,balanced_subsample
Four_way_Target,19,0.3952433413259024,0.3907070183397058,0.004536322986196606,entropy,log2,balanced_subsample
Four_way_Target,22,0.3952433413259024,0.3907070183397058,0.004536322986196606,gini,log2,balanced
Four_way_Target,25,0.39485451364137125,0.3907070183397058,0.004147495301665471,entropy,sqrt,balanced_subsample
Four_way_Target,25,0.39485451364137125,0.3907070183397058,0.004147495301665471,entropy,auto,balanced_subsample
Four_way_Target,26,0.3947897090272827,0.3907070183397058,0.00408269068757694,entropy,auto,balanced_subsample
Four_way_Target,21,0.3947897090272827,0.3907070183397058,0.00408269068757694,gini,auto,balanced_subsample
Four_way_Target,21,0.3947897090272827,0.3907070183397058,0.00408269068757694,gini,sqrt,balanced_subsample
Four_way_Target,21,0.3947897090272827,0.3907070183397058,0.00408269068757694,entropy,auto,balanced
Four_way_Target,21,0.3947897090272827,0.3907070183397058,0.00408269068757694,entropy,sqrt,balanced
Four_way_Target,17,0.3947897090272827,0.3907070183397058,0.00408269068757694,entropy,log2,balanced
Four_way_Target,26,0.3947897090272827,0.3907070183397058,0.00408269068757694,entropy,sqrt,balanced_subsample
Four_way_Target,23,0.3946600997991057,0.3907070183397058,0.003953081459399932,entropy,log2,balanced
Four_way_Target,23,0.3946600997991057,0.3907070183397058,0.003953081459399932,entropy,sqrt,balanced_subsample
Four_way_Target,23,0.3946600997991057,0.3907070183397058,0.003953081459399932,entropy,auto,balanced_subsample
Four_way_Target,20,0.3945952951850172,0.3907070183397058,0.0038882768453114003,entropy,log2,balanced
Four_way_Target,15,0.39453049057092865,0.3907070183397058,0.0038234722312228686,gini,sqrt,balanced_subsample
Four_way_Target,15,0.39453049057092865,0.3907070183397058,0.0038234722312228686,gini,auto,balanced_subsample
Four_way_Target,18,0.39453049057092865,0.3907070183397058,0.0038234722312228686,entropy,log2,balanced_subsample
Four_way_Target,16,0.39433607672866305,0.3907070183397058,0.0036290583889572736,entropy,sqrt,balanced
Four_way_Target,16,0.39433607672866305,0.3907070183397058,0.0036290583889572736,entropy,auto,balanced
country_02,12,0.5231028449225585,0.5195385911476897,0.0035642537748687975,gini,log2,balanced
Four_way_Target,22,0.3942712721145746,0.3907070183397058,0.0035642537748687975,entropy,log2,balanced_subsample
Four_way_Target,17,0.39401205365822045,0.3907070183397058,0.003305035318514671,gini,auto,balanced_subsample
